LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEDIAN_INTENSITY_CH2,MIN_INTENSITY_CH2,MAX_INTENSITY_CH2,TOTAL_INTENSITY_CH2,STD_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEDIAN_INTENSITY_CH3,MIN_INTENSITY_CH3,MAX_INTENSITY_CH3,TOTAL_INTENSITY_CH3,STD_INTENSITY_CH3,EXTRACK_P_STUCK,EXTRACK_P_DIFFUSIVE,CONTRAST_CH1,SNR_CH1,CONTRAST_CH2,SNR_CH2,CONTRAST_CH3,SNR_CH3
ID619965,619965,2,3.067651272,14.26002293,23.37187957,0,75,25,0.25,1,,26.44262295,27,18,35,1613,3.783845443,17.06557377,18,11,23,1041,3.198274808,20.40983607,20,11,33,1245,5.998269331,,,0.031118279,0.421801595,-0.043236003,-0.482253986,0.354720842,1.781888169
ID620288,620288,2,4.830481052,14.32014494,23.34435623,0,78,26,0.25,1,,25.93442623,25,16,41,1582,5.836291209,17.29508197,17,10,25,1055,3.822495966,27.95081967,26,12,42,1705,8.25111352,,,0.017891481,0.15621204,-0.039758388,-0.374674237,0.448070357,2.096372876
ID620356,620356,2,3.652195454,14.34685908,23.31774539,0,81,27,0.25,1,,21.52459016,22,12,34,1313,5.420967187,20.80327869,20,15,32,1269,3.059518874,24.40983607,23,15,38,1489,5.843449464,,,-0.044838304,-0.372786684,0.012216263,0.164124604,0.39391296,2.360968429
ID620225,620225,2,4.883593559,14.1537665,23.23805297,0,84,28,0.25,1,,21.6557377,22,14,29,1321,3.321070339,19.85245902,18,13,29,1211,3.92783259,28.70491803,27,14,49,1751,9.156681099,,,7.10E-04,0.009255361,0.002012148,0.020299171,0.448815048,1.942239038
ID619838,619838,2,5.37900877,14.35001741,23.22770068,0,87,29,0.25,1,,18.96721311,19,15,26,1157,2.366200986,22.21311475,23,16,28,1355,2.805439681,29.52459016,26,14,56,1801,11.26736668,,,-0.051265983,-0.866296799,0.039277979,0.598488663,0.460806408,1.653169141
ID619903,619903,2,4.793764114,14.42480404,23.3456444,0,90,30,0.25,1,,19.04918033,19,14,28,1162,3.175039262,18.54098361,19,10,24,1131,2.729919233,27.47540984,26,14,45,1676,8.051100458,,,-0.067496523,-0.868536615,-0.022289458,-0.309672176,0.447227108,2.109164051
ID620052,620052,2,4.355072498,14.48555858,23.40858653,0,93,31,0.25,1,,19.91803279,19,12,28,1215,3.489484594,20.60655738,21,16,26,1257,2.23068516,25.39344262,23,12,45,1549,8.464196533,,,-0.068604606,-0.840880612,7.94E-04,0.014656367,0.441402574,1.837449482
ID620535,620535,2,3.358803988,14.33185352,23.30645534,0,96,32,0.25,1,,19.52459016,19,12,29,1191,4.649754679,19.24590164,19,16,24,1174,2.453947417,22.50819672,22,11,38,1373,6.637326145,,,-0.066003057,-0.59347233,0.010784196,0.167352554,0.386224264,1.889659685
ID620091,620091,2,3.441295147,14.14011189,23.0959419,0,99,33,0.25,1,,19.78688525,19,15,26,1207,2.887413803,19.83606557,21,12,28,1210,4.017380274,21.18032787,20,11,35,1292,6.815443729,,,-0.037652298,-0.536238355,-0.002407787,-0.023834589,0.389200632,1.741314042
ID620710,620710,2,5.94550705,14.28946992,23.12417996,0,102,34,0.25,1,,17.95081967,18,14,24,1095,2.729018319,20.96721311,21,15,27,1279,2.664377433,31.37704918,28,13,65,1914,12.07085185,,,-0.066159173,-0.932019581,-0.008699596,-0.138123883,0.50260944,1.738956438
